Symbol,Price,Change,Direction,Date,Time,Market_Status,Market_Update_Time
FMBCH,904.42,0.33,up,2025-06-04,09:00:38,Pre-Open,03/06/25 17:00pm
ICON,17.95,0.0,no change,2025-06-04,09:00:38,Pre-Open,03/06/25 17:00pm
ILLOVO,1791.38,-0.02,down,2025-06-04,09:00:38,Pre-Open,03/06/25 17:00pm
MPICO,19.0,0.0,no change,2025-06-04,09:00:38,Pre-Open,03/06/25 17:00pm
NBM,6200.17,0.01,up,2025-06-04,09:00:38,Pre-Open,03/06/25 17:00pm
NBS,355.01,11.01,up,2025-06-04,09:00:38,Pre-Open,03/06/25 17:00pm
NICO,776.39,-0.01,down,2025-06-04,09:00:38,Pre-Open,03/06/25 17:00pm
NITL,715.22,0.0,no change,2025-06-04,09:00:38,Pre-Open,03/06/25 17:00pm
OMU,2500.03,0.0,no change,2025-06-04,09:00:38,Pre-Open,03/06/25 17:00pm
PCL,3999.97,0.0,no change,2025-06-04,09:00:38,Pre-Open,03/06/25 17:00pm
STANDARD,9510.01,0.01,up,2025-06-04,09:00:38,Pre-Open,03/06/25 17:00pm
SUNBIRD,350.01,0.0,no change,2025-06-04,09:00:38,Pre-Open,03/06/25 17:00pm
TNM,22.98,-0.01,down,2025-06-04,09:00:38,Pre-Open,03/06/25 17:00pm
AIRTEL,127.92,-0.04,down,2025-06-04,09:01:39,Pre-Open,03/06/25 17:00pm
BHL,14.56,0.0,no change,2025-06-04,09:01:39,Pre-Open,03/06/25 17:00pm
FDHB,313.51,-0.06,down,2025-06-04,09:01:39,Pre-Open,03/06/25 17:00pm
FMBCH,904.42,0.33,up,2025-06-04,09:01:39,Pre-Open,03/06/25 17:00pm
ICON,17.95,0.0,no change,2025-06-04,09:01:39,Pre-Open,03/06/25 17:00pm
ILLOVO,1791.38,-0.02,down,2025-06-04,09:01:39,Pre-Open,03/06/25 17:00pm
MPICO,19.0,0.0,no change,2025-06-04,09:01:39,Pre-Open,03/06/25 17:00pm
NBM,6200.17,0.01,up,2025-06-04,09:01:39,Pre-Open,03/06/25 17:00pm
NBS,355.01,11.01,up,2025-06-04,09:01:39,Pre-Open,03/06/25 17:00pm
NICO,776.39,-0.01,down,2025-06-04,09:01:39,Pre-Open,03/06/25 17:00pm
NITL,715.22,0.0,no change,2025-06-04,09:01:39,Pre-Open,03/06/25 17:00pm
OMU,2500.03,0.0,no change,2025-06-04,09:01:39,Pre-Open,03/06/25 17:00pm
PCL,3999.97,0.0,no change,2025-06-04,09:01:39,Pre-Open,03/06/25 17:00pm
STANDARD,9510.01,0.01,up,2025-06-04,09:01:39,Pre-Open,03/06/25 17:00pm
SUNBIRD,350.01,0.0,no change,2025-06-04,09:01:39,Pre-Open,03/06/25 17:00pm
TNM,22.98,-0.01,down,2025-06-04,09:01:39,Pre-Open,03/06/25 17:00pm
AIRTEL,127.92,-0.04,down,2025-06-04,09:03:41,Pre-Open,03/06/25 17:00pm
BHL,14.56,0.0,no change,2025-06-04,09:03:41,Pre-Open,03/06/25 17:00pm
FDHB,313.51,-0.06,down,2025-06-04,09:03:41,Pre-Open,03/06/25 17:00pm
FMBCH,904.42,0.33,up,2025-06-04,09:03:41,Pre-Open,03/06/25 17:00pm
ICON,17.95,0.0,no change,2025-06-04,09:03:41,Pre-Open,03/06/25 17:00pm
ILLOVO,1791.38,-0.02,down,2025-06-04,09:03:41,Pre-Open,03/06/25 17:00pm
MPICO,19.0,0.0,no change,2025-06-04,09:03:41,Pre-Open,03/06/25 17:00pm
NBM,6200.17,0.01,up,2025-06-04,09:03:41,Pre-Open,03/06/25 17:00pm
NBS,355.01,11.01,up,2025-06-04,09:03:41,Pre-Open,03/06/25 17:00pm
NICO,776.39,-0.01,down,2025-06-04,09:03:41,Pre-Open,03/06/25 17:00pm
NITL,715.22,0.0,no change,2025-06-04,09:03:41,Pre-Open,03/06/25 17:00pm
OMU,2500.03,0.0,no change,2025-06-04,09:03:41,Pre-Open,03/06/25 17:00pm
PCL,3999.97,0.0,no change,2025-06-04,09:03:41,Pre-Open,03/06/25 17:00pm
STANDARD,9510.01,0.01,up,2025-06-04,09:03:41,Pre-Open,03/06/25 17:00pm
SUNBIRD,350.01,0.0,no change,2025-06-04,09:03:41,Pre-Open,03/06/25 17:00pm
TNM,22.98,-0.01,down,2025-06-04,09:03:41,Pre-Open,03/06/25 17:00pm
AIRTEL,127.92,-0.04,down,2025-06-04,09:05:57,Pre-Open,03/06/25 17:00pm
BHL,14.56,0.0,no change,2025-06-04,09:05:57,Pre-Open,03/06/25 17:00pm
FDHB,313.51,-0.06,down,2025-06-04,09:05:57,Pre-Open,03/06/25 17:00pm
FMBCH,904.42,0.33,up,2025-06-04,09:05:57,Pre-Open,03/06/25 17:00pm
ICON,17.95,0.0,no change,2025-06-04,09:05:57,Pre-Open,03/06/25 17:00pm
ILLOVO,1791.38,-0.02,down,2025-06-04,09:05:57,Pre-Open,03/06/25 17:00pm
MPICO,19.0,0.0,no change,2025-06-04,09:05:57,Pre-Open,03/06/25 17:00pm
NBM,6200.17,0.01,up,2025-06-04,09:05:57,Pre-Open,03/06/25 17:00pm
NBS,355.01,11.01,up,2025-06-04,09:05:57,Pre-Open,03/06/25 17:00pm
NICO,776.39,-0.01,down,2025-06-04,09:05:57,Pre-Open,03/06/25 17:00pm
NITL,715.22,0.0,no change,2025-06-04,09:05:57,Pre-Open,03/06/25 17:00pm
OMU,2500.03,0.0,no change,2025-06-04,09:05:57,Pre-Open,03/06/25 17:00pm
PCL,3999.97,0.0,no change,2025-06-04,09:05:57,Pre-Open,03/06/25 17:00pm
STANDARD,9510.01,0.01,up,2025-06-04,09:05:57,Pre-Open,03/06/25 17:00pm
SUNBIRD,350.01,0.0,no change,2025-06-04,09:05:57,Pre-Open,03/06/25 17:00pm
TNM,22.98,-0.01,down,2025-06-04,09:05:57,Pre-Open,03/06/25 17:00pm
AIRTEL,127.92,-0.04,down,2025-06-04,09:06:16,Pre-Open,03/06/25 17:00pm
BHL,14.56,0.0,no change,2025-06-04,09:06:16,Pre-Open,03/06/25 17:00pm
FDHB,313.51,-0.06,down,2025-06-04,09:06:16,Pre-Open,03/06/25 17:00pm
FMBCH,904.42,0.33,up,2025-06-04,09:06:16,Pre-Open,03/06/25 17:00pm
ICON,17.95,0.0,no change,2025-06-04,09:06:16,Pre-Open,03/06/25 17:00pm
ILLOVO,1791.38,-0.02,down,2025-06-04,09:06:16,Pre-Open,03/06/25 17:00pm
MPICO,19.0,0.0,no change,2025-06-04,09:06:16,Pre-Open,03/06/25 17:00pm
NBM,6200.17,0.01,up,2025-06-04,09:06:16,Pre-Open,03/06/25 17:00pm
NBS,355.01,11.01,up,2025-06-04,09:06:16,Pre-Open,03/06/25 17:00pm
NICO,776.39,-0.01,down,2025-06-04,09:06:16,Pre-Open,03/06/25 17:00pm
NITL,715.22,0.0,no change,2025-06-04,09:06:16,Pre-Open,03/06/25 17:00pm
OMU,2500.03,0.0,no change,2025-06-04,09:06:16,Pre-Open,03/06/25 17:00pm
PCL,3999.97,0.0,no change,2025-06-04,09:06:16,Pre-Open,03/06/25 17:00pm
STANDARD,9510.01,0.01,up,2025-06-04,09:06:16,Pre-Open,03/06/25 17:00pm
SUNBIRD,350.01,0.0,no change,2025-06-04,09:06:16,Pre-Open,03/06/25 17:00pm
TNM,22.98,-0.01,down,2025-06-04,09:06:16,Pre-Open,03/06/25 17:00pm
AIRTEL,127.92,-0.04,down,2025-06-04,09:08:21,Pre-Open,03/06/25 17:00pm
BHL,14.56,0.0,no change,2025-06-04,09:08:21,Pre-Open,03/06/25 17:00pm
FDHB,313.51,-0.06,down,2025-06-04,09:08:21,Pre-Open,03/06/25 17:00pm
FMBCH,904.42,0.33,up,2025-06-04,09:08:21,Pre-Open,03/06/25 17:00pm
ICON,17.95,0.0,no change,2025-06-04,09:08:21,Pre-Open,03/06/25 17:00pm
ILLOVO,1791.38,-0.02,down,2025-06-04,09:08:21,Pre-Open,03/06/25 17:00pm
MPICO,19.0,0.0,no change,2025-06-04,09:08:21,Pre-Open,03/06/25 17:00pm
NBM,6200.17,0.01,up,2025-06-04,09:08:21,Pre-Open,03/06/25 17:00pm
NBS,355.01,11.01,up,2025-06-04,09:08:21,Pre-Open,03/06/25 17:00pm
NICO,776.39,-0.01,down,2025-06-04,09:08:21,Pre-Open,03/06/25 17:00pm
NITL,715.22,0.0,no change,2025-06-04,09:08:21,Pre-Open,03/06/25 17:00pm
OMU,2500.03,0.0,no change,2025-06-04,09:08:21,Pre-Open,03/06/25 17:00pm
PCL,3999.97,0.0,no change,2025-06-04,09:08:21,Pre-Open,03/06/25 17:00pm
STANDARD,9510.01,0.01,up,2025-06-04,09:08:21,Pre-Open,03/06/25 17:00pm
SUNBIRD,350.01,0.0,no change,2025-06-04,09:08:21,Pre-Open,03/06/25 17:00pm
TNM,22.98,-0.01,down,2025-06-04,09:08:21,Pre-Open,03/06/25 17:00pm
AIRTEL,127.92,-0.04,down,2025-06-04,09:11:57,Pre-Open,03/06/25 17:00pm
BHL,14.56,0.0,no change,2025-06-04,09:11:57,Pre-Open,03/06/25 17:00pm
FDHB,313.51,-0.06,down,2025-06-04,09:11:57,Pre-Open,03/06/25 17:00pm
FMBCH,904.42,0.33,up,2025-06-04,09:11:57,Pre-Open,03/06/25 17:00pm
ICON,17.95,0.0,no change,2025-06-04,09:11:57,Pre-Open,03/06/25 17:00pm
ILLOVO,1791.38,-0.02,down,2025-06-04,09:11:57,Pre-Open,03/06/25 17:00pm
MPICO,19.0,0.0,no change,2025-06-04,09:11:57,Pre-Open,03/06/25 17:00pm
NBM,6200.17,0.01,up,2025-06-04,09:11:57,Pre-Open,03/06/25 17:00pm
NBS,355.01,11.01,up,2025-06-04,09:11:57,Pre-Open,03/06/25 17:00pm
NICO,776.39,-0.01,down,2025-06-04,09:11:57,Pre-Open,03/06/25 17:00pm
NITL,715.22,0.0,no change,2025-06-04,09:11:57,Pre-Open,03/06/25 17:00pm
OMU,2500.03,0.0,no change,2025-06-04,09:11:57,Pre-Open,03/06/25 17:00pm
PCL,3999.97,0.0,no change,2025-06-04,09:11:57,Pre-Open,03/06/25 17:00pm
STANDARD,9510.01,0.01,up,2025-06-04,09:11:57,Pre-Open,03/06/25 17:00pm
SUNBIRD,350.01,0.0,no change,2025-06-04,09:11:57,Pre-Open,03/06/25 17:00pm
TNM,22.98,-0.01,down,2025-06-04,09:11:57,Pre-Open,03/06/25 17:00pm
AIRTEL,127.92,-0.04,down,2025-06-04,09:13:59,Pre-Open,03/06/25 17:00pm
BHL,14.56,0.0,no change,2025-06-04,09:13:59,Pre-Open,03/06/25 17:00pm
FDHB,313.51,-0.06,down,2025-06-04,09:13:59,Pre-Open,03/06/25 17:00pm
FMBCH,904.42,0.33,up,2025-06-04,09:13:59,Pre-Open,03/06/25 17:00pm
ICON,17.95,0.0,no change,2025-06-04,09:13:59,Pre-Open,03/06/25 17:00pm
ILLOVO,1791.38,-0.02,down,2025-06-04,09:13:59,Pre-Open,03/06/25 17:00pm
MPICO,19.0,0.0,no change,2025-06-04,09:13:59,Pre-Open,03/06/25 17:00pm
NBM,6200.17,0.01,up,2025-06-04,09:13:59,Pre-Open,03/06/25 17:00pm
NBS,355.01,11.01,up,2025-06-04,09:13:59,Pre-Open,03/06/25 17:00pm
NICO,776.39,-0.01,down,2025-06-04,09:13:59,Pre-Open,03/06/25 17:00pm
NITL,715.22,0.0,no change,2025-06-04,09:13:59,Pre-Open,03/06/25 17:00pm
OMU,2500.03,0.0,no change,2025-06-04,09:13:59,Pre-Open,03/06/25 17:00pm
PCL,3999.97,0.0,no change,2025-06-04,09:13:59,Pre-Open,03/06/25 17:00pm
STANDARD,9510.01,0.01,up,2025-06-04,09:13:59,Pre-Open,03/06/25 17:00pm
SUNBIRD,350.01,0.0,no change,2025-06-04,09:13:59,Pre-Open,03/06/25 17:00pm
TNM,22.98,-0.01,down,2025-06-04,09:13:59,Pre-Open,03/06/25 17:00pm
AIRTEL,127.92,-0.04,down,2025-06-04,09:16:01,Pre-Open,03/06/25 17:00pm
BHL,14.56,0.0,no change,2025-06-04,09:16:01,Pre-Open,03/06/25 17:00pm
FDHB,313.51,-0.06,down,2025-06-04,09:16:01,Pre-Open,03/06/25 17:00pm
FMBCH,904.42,0.33,up,2025-06-04,09:16:01,Pre-Open,03/06/25 17:00pm
ICON,17.95,0.0,no change,2025-06-04,09:16:01,Pre-Open,03/06/25 17:00pm
ILLOVO,1791.38,-0.02,down,2025-06-04,09:16:01,Pre-Open,03/06/25 17:00pm
MPICO,19.0,0.0,no change,2025-06-04,09:16:01,Pre-Open,03/06/25 17:00pm
NBM,6200.17,0.01,up,2025-06-04,09:16:01,Pre-Open,03/06/25 17:00pm
NBS,355.01,11.01,up,2025-06-04,09:16:01,Pre-Open,03/06/25 17:00pm
NICO,776.39,-0.01,down,2025-06-04,09:16:01,Pre-Open,03/06/25 17:00pm
NITL,715.22,0.0,no change,2025-06-04,09:16:01,Pre-Open,03/06/25 17:00pm
OMU,2500.03,0.0,no change,2025-06-04,09:16:01,Pre-Open,03/06/25 17:00pm
PCL,3999.97,0.0,no change,2025-06-04,09:16:01,Pre-Open,03/06/25 17:00pm
STANDARD,9510.01,0.01,up,2025-06-04,09:16:01,Pre-Open,03/06/25 17:00pm
SUNBIRD,350.01,0.0,no change,2025-06-04,09:16:01,Pre-Open,03/06/25 17:00pm
TNM,22.98,-0.01,down,2025-06-04,09:16:01,Pre-Open,03/06/25 17:00pm
AIRTEL,127.92,-0.04,down,2025-06-04,09:16:02,Pre-Open,03/06/25 17:00pm
BHL,14.56,0.0,no change,2025-06-04,09:16:02,Pre-Open,03/06/25 17:00pm
FDHB,313.51,-0.06,down,2025-06-04,09:16:02,Pre-Open,03/06/25 17:00pm
FMBCH,904.42,0.33,up,2025-06-04,09:16:02,Pre-Open,03/06/25 17:00pm
ICON,17.95,0.0,no change,2025-06-04,09:16:02,Pre-Open,03/06/25 17:00pm
ILLOVO,1791.38,-0.02,down,2025-06-04,09:16:02,Pre-Open,03/06/25 17:00pm
MPICO,19.0,0.0,no change,2025-06-04,09:16:02,Pre-Open,03/06/25 17:00pm
NBM,6200.17,0.01,up,2025-06-04,09:16:02,Pre-Open,03/06/25 17:00pm
NBS,355.01,11.01,up,2025-06-04,09:16:02,Pre-Open,03/06/25 17:00pm
NICO,776.39,-0.01,down,2025-06-04,09:16:02,Pre-Open,03/06/25 17:00pm
NITL,715.22,0.0,no change,2025-06-04,09:16:02,Pre-Open,03/06/25 17:00pm
OMU,2500.03,0.0,no change,2025-06-04,09:16:02,Pre-Open,03/06/25 17:00pm
PCL,3999.97,0.0,no change,2025-06-04,09:16:02,Pre-Open,03/06/25 17:00pm
STANDARD,9510.01,0.01,up,2025-06-04,09:16:02,Pre-Open,03/06/25 17:00pm
SUNBIRD,350.01,0.0,no change,2025-06-04,09:16:02,Pre-Open,03/06/25 17:00pm
TNM,22.98,-0.01,down,2025-06-04,09:16:02,Pre-Open,03/06/25 17:00pm
AIRTEL,127.92,-0.04,down,2025-06-04,09:19:58,Pre-Open,03/06/25 17:00pm
BHL,14.56,0.0,no change,2025-06-04,09:19:58,Pre-Open,03/06/25 17:00pm
FDHB,313.51,-0.06,down,2025-06-04,09:19:58,Pre-Open,03/06/25 17:00pm
FMBCH,904.42,0.33,up,2025-06-04,09:19:58,Pre-Open,03/06/25 17:00pm
ICON,17.95,0.0,no change,2025-06-04,09:19:58,Pre-Open,03/06/25 17:00pm
ILLOVO,1791.38,-0.02,down,2025-06-04,09:19:58,Pre-Open,03/06/25 17:00pm
MPICO,19.0,0.0,no change,2025-06-04,09:19:58,Pre-Open,03/06/25 17:00pm
NBM,6200.17,0.01,up,2025-06-04,09:19:58,Pre-Open,03/06/25 17:00pm
NBS,355.01,11.01,up,2025-06-04,09:19:58,Pre-Open,03/06/25 17:00pm
NICO,776.39,-0.01,down,2025-06-04,09:19:58,Pre-Open,03/06/25 17:00pm
NITL,715.22,0.0,no change,2025-06-04,09:19:58,Pre-Open,03/06/25 17:00pm
OMU,2500.03,0.0,no change,2025-06-04,09:19:58,Pre-Open,03/06/25 17:00pm
PCL,3999.97,0.0,no change,2025-06-04,09:19:58,Pre-Open,03/06/25 17:00pm
STANDARD,9510.01,0.01,up,2025-06-04,09:19:58,Pre-Open,03/06/25 17:00pm
SUNBIRD,350.01,0.0,no change,2025-06-04,09:19:58,Pre-Open,03/06/25 17:00pm
TNM,22.98,-0.01,down,2025-06-04,09:19:58,Pre-Open,03/06/25 17:00pm
AIRTEL,127.92,-0.04,down,2025-06-04,09:20:50,Pre-Open,03/06/25 17:00pm
BHL,14.56,0.0,no change,2025-06-04,09:20:50,Pre-Open,03/06/25 17:00pm
FDHB,313.51,-0.06,down,2025-06-04,09:20:50,Pre-Open,03/06/25 17:00pm
FMBCH,904.42,0.33,up,2025-06-04,09:20:50,Pre-Open,03/06/25 17:00pm
ICON,17.95,0.0,no change,2025-06-04,09:20:50,Pre-Open,03/06/25 17:00pm
ILLOVO,1791.38,-0.02,down,2025-06-04,09:20:50,Pre-Open,03/06/25 17:00pm
MPICO,19.0,0.0,no change,2025-06-04,09:20:50,Pre-Open,03/06/25 17:00pm
NBM,6200.17,0.01,up,2025-06-04,09:20:50,Pre-Open,03/06/25 17:00pm
NBS,355.01,11.01,up,2025-06-04,09:20:50,Pre-Open,03/06/25 17:00pm
NICO,776.39,-0.01,down,2025-06-04,09:20:50,Pre-Open,03/06/25 17:00pm
NITL,715.22,0.0,no change,2025-06-04,09:20:50,Pre-Open,03/06/25 17:00pm
OMU,2500.03,0.0,no change,2025-06-04,09:20:50,Pre-Open,03/06/25 17:00pm
PCL,3999.97,0.0,no change,2025-06-04,09:20:50,Pre-Open,03/06/25 17:00pm
STANDARD,9510.01,0.01,up,2025-06-04,09:20:50,Pre-Open,03/06/25 17:00pm
SUNBIRD,350.01,0.0,no change,2025-06-04,09:20:50,Pre-Open,03/06/25 17:00pm
TNM,22.98,-0.01,down,2025-06-04,09:20:50,Pre-Open,03/06/25 17:00pm
AIRTEL,127.92,-0.04,down,2025-06-04,09:21:00,Pre-Open,03/06/25 17:00pm
BHL,14.56,0.0,no change,2025-06-04,09:21:00,Pre-Open,03/06/25 17:00pm
FDHB,313.51,-0.06,down,2025-06-04,09:21:00,Pre-Open,03/06/25 17:00pm
FMBCH,904.42,0.33,up,2025-06-04,09:21:00,Pre-Open,03/06/25 17:00pm
ICON,17.95,0.0,no change,2025-06-04,09:21:00,Pre-Open,03/06/25 17:00pm
ILLOVO,1791.38,-0.02,down,2025-06-04,09:21:00,Pre-Open,03/06/25 17:00pm
MPICO,19.0,0.0,no change,2025-06-04,09:21:00,Pre-Open,03/06/25 17:00pm
NBM,6200.17,0.01,up,2025-06-04,09:21:00,Pre-Open,03/06/25 17:00pm
NBS,355.01,11.01,up,2025-06-04,09:21:00,Pre-Open,03/06/25 17:00pm
NICO,776.39,-0.01,down,2025-06-04,09:21:00,Pre-Open,03/06/25 17:00pm
NITL,715.22,0.0,no change,2025-06-04,09:21:00,Pre-Open,03/06/25 17:00pm
OMU,2500.03,0.0,no change,2025-06-04,09:21:00,Pre-Open,03/06/25 17:00pm
PCL,3999.97,0.0,no change,2025-06-04,09:21:00,Pre-Open,03/06/25 17:00pm
STANDARD,9510.01,0.01,up,2025-06-04,09:21:00,Pre-Open,03/06/25 17:00pm
SUNBIRD,350.01,0.0,no change,2025-06-04,09:21:00,Pre-Open,03/06/25 17:00pm
TNM,22.98,-0.01,down,2025-06-04,09:21:00,Pre-Open,03/06/25 17:00pm
AIRTEL,127.92,-0.04,down,2025-06-04,09:23:52,Pre-Open,03/06/25 17:00pm
BHL,14.56,0.0,no change,2025-06-04,09:23:52,Pre-Open,03/06/25 17:00pm
FDHB,313.51,-0.06,down,2025-06-04,09:23:52,Pre-Open,03/06/25 17:00pm
FMBCH,904.42,0.33,up,2025-06-04,09:23:52,Pre-Open,03/06/25 17:00pm
ICON,17.95,0.0,no change,2025-06-04,09:23:52,Pre-Open,03/06/25 17:00pm
ILLOVO,1791.38,-0.02,down,2025-06-04,09:23:52,Pre-Open,03/06/25 17:00pm
MPICO,19.0,0.0,no change,2025-06-04,09:23:52,Pre-Open,03/06/25 17:00pm
NBM,6200.17,0.01,up,2025-06-04,09:23:52,Pre-Open,03/06/25 17:00pm
NBS,355.01,11.01,up,2025-06-04,09:23:52,Pre-Open,03/06/25 17:00pm
NICO,776.39,-0.01,down,2025-06-04,09:23:52,Pre-Open,03/06/25 17:00pm
NITL,715.22,0.0,no change,2025-06-04,09:23:52,Pre-Open,03/06/25 17:00pm
OMU,2500.03,0.0,no change,2025-06-04,09:23:52,Pre-Open,03/06/25 17:00pm
PCL,3999.97,0.0,no change,2025-06-04,09:23:52,Pre-Open,03/06/25 17:00pm
STANDARD,9510.01,0.01,up,2025-06-04,09:23:52,Pre-Open,03/06/25 17:00pm
SUNBIRD,350.01,0.0,no change,2025-06-04,09:23:52,Pre-Open,03/06/25 17:00pm
TNM,22.98,-0.01,down,2025-06-04,09:23:52,Pre-Open,03/06/25 17:00pm
AIRTEL,127.92,-0.04,down,2025-06-04,09:25:04,Pre-Open,03/06/25 17:00pm
BHL,14.56,0.0,no change,2025-06-04,09:25:04,Pre-Open,03/06/25 17:00pm
FDHB,313.51,-0.06,down,2025-06-04,09:25:04,Pre-Open,03/06/25 17:00pm
FMBCH,904.42,0.33,up,2025-06-04,09:25:04,Pre-Open,03/06/25 17:00pm
ICON,17.95,0.0,no change,2025-06-04,09:25:04,Pre-Open,03/06/25 17:00pm
ILLOVO,1791.38,-0.02,down,2025-06-04,09:25:04,Pre-Open,03/06/25 17:00pm
MPICO,19.0,0.0,no change,2025-06-04,09:25:04,Pre-Open,03/06/25 17:00pm
NBM,6200.17,0.01,up,2025-06-04,09:25:04,Pre-Open,03/06/25 17:00pm
NBS,355.01,11.01,up,2025-06-04,09:25:04,Pre-Open,03/06/25 17:00pm
NICO,776.39,-0.01,down,2025-06-04,09:25:04,Pre-Open,03/06/25 17:00pm
NITL,715.22,0.0,no change,2025-06-04,09:25:04,Pre-Open,03/06/25 17:00pm
OMU,2500.03,0.0,no change,2025-06-04,09:25:04,Pre-Open,03/06/25 17:00pm
PCL,3999.97,0.0,no change,2025-06-04,09:25:04,Pre-Open,03/06/25 17:00pm
STANDARD,9510.01,0.01,up,2025-06-04,09:25:04,Pre-Open,03/06/25 17:00pm
SUNBIRD,350.01,0.0,no change,2025-06-04,09:25:04,Pre-Open,03/06/25 17:00pm
TNM,22.98,-0.01,down,2025-06-04,09:25:04,Pre-Open,03/06/25 17:00pm
AIRTEL,127.92,-0.04,down,2025-06-04,09:25:06,Pre-Open,03/06/25 17:00pm
BHL,14.56,0.0,no change,2025-06-04,09:25:06,Pre-Open,03/06/25 17:00pm
FDHB,313.51,-0.06,down,2025-06-04,09:25:06,Pre-Open,03/06/25 17:00pm
FMBCH,904.42,0.33,up,2025-06-04,09:25:06,Pre-Open,03/06/25 17:00pm
ICON,17.95,0.0,no change,2025-06-04,09:25:06,Pre-Open,03/06/25 17:00pm
ILLOVO,1791.38,-0.02,down,2025-06-04,09:25:06,Pre-Open,03/06/25 17:00pm
MPICO,19.0,0.0,no change,2025-06-04,09:25:06,Pre-Open,03/06/25 17:00pm
NBM,6200.17,0.01,up,2025-06-04,09:25:06,Pre-Open,03/06/25 17:00pm
NBS,355.01,11.01,up,2025-06-04,09:25:06,Pre-Open,03/06/25 17:00pm
NICO,776.39,-0.01,down,2025-06-04,09:25:06,Pre-Open,03/06/25 17:00pm
NITL,715.22,0.0,no change,2025-06-04,09:25:06,Pre-Open,03/06/25 17:00pm
OMU,2500.03,0.0,no change,2025-06-04,09:25:06,Pre-Open,03/06/25 17:00pm
PCL,3999.97,0.0,no change,2025-06-04,09:25:06,Pre-Open,03/06/25 17:00pm
STANDARD,9510.01,0.01,up,2025-06-04,09:25:06,Pre-Open,03/06/25 17:00pm
SUNBIRD,350.01,0.0,no change,2025-06-04,09:25:06,Pre-Open,03/06/25 17:00pm
TNM,22.98,-0.01,down,2025-06-04,09:25:06,Pre-Open,03/06/25 17:00pm
AIRTEL,127.92,-0.04,down,2025-06-04,09:25:39,Pre-Open,03/06/25 17:00pm
BHL,14.56,0.0,no change,2025-06-04,09:25:39,Pre-Open,03/06/25 17:00pm
FDHB,313.51,-0.06,down,2025-06-04,09:25:39,Pre-Open,03/06/25 17:00pm
FMBCH,904.42,0.33,up,2025-06-04,09:25:39,Pre-Open,03/06/25 17:00pm
ICON,17.95,0.0,no change,2025-06-04,09:25:39,Pre-Open,03/06/25 17:00pm
ILLOVO,1791.38,-0.02,down,2025-06-04,09:25:39,Pre-Open,03/06/25 17:00pm
MPICO,19.0,0.0,no change,2025-06-04,09:25:39,Pre-Open,03/06/25 17:00pm
NBM,6200.17,0.01,up,2025-06-04,09:25:39,Pre-Open,03/06/25 17:00pm
NBS,355.01,11.01,up,2025-06-04,09:25:39,Pre-Open,03/06/25 17:00pm
NICO,776.39,-0.01,down,2025-06-04,09:25:39,Pre-Open,03/06/25 17:00pm
NITL,715.22,0.0,no change,2025-06-04,09:25:39,Pre-Open,03/06/25 17:00pm
OMU,2500.03,0.0,no change,2025-06-04,09:25:39,Pre-Open,03/06/25 17:00pm
PCL,3999.97,0.0,no change,2025-06-04,09:25:39,Pre-Open,03/06/25 17:00pm
STANDARD,9510.01,0.01,up,2025-06-04,09:25:39,Pre-Open,03/06/25 17:00pm
SUNBIRD,350.01,0.0,no change,2025-06-04,09:25:39,Pre-Open,03/06/25 17:00pm
TNM,22.98,-0.01,down,2025-06-04,09:25:39,Pre-Open,03/06/25 17:00pm
AIRTEL,127.92,0.0,no change,2025-06-04,09:30:39,Open,04/06/25 09:30am
BHL,14.56,0.0,no change,2025-06-04,09:30:39,Open,04/06/25 09:30am
FDHB,313.51,0.0,no change,2025-06-04,09:30:39,Open,04/06/25 09:30am
FMBCH,904.42,0.0,no change,2025-06-04,09:30:39,Open,04/06/25 09:30am
ICON,17.95,0.0,no change,2025-06-04,09:30:39,Open,04/06/25 09:30am
ILLOVO,1791.38,0.0,no change,2025-06-04,09:30:39,Open,04/06/25 09:30am
MPICO,19.0,0.0,no change,2025-06-04,09:30:39,Open,04/06/25 09:30am
NBM,6200.17,0.0,no change,2025-06-04,09:30:39,Open,04/06/25 09:30am
NBS,355.01,0.0,no change,2025-06-04,09:30:39,Open,04/06/25 09:30am
NICO,776.39,0.0,no change,2025-06-04,09:30:39,Open,04/06/25 09:30am
NITL,715.22,0.0,no change,2025-06-04,09:30:39,Open,04/06/25 09:30am
OMU,2500.03,0.0,no change,2025-06-04,09:30:39,Open,04/06/25 09:30am
PCL,3999.97,0.0,no change,2025-06-04,09:30:39,Open,04/06/25 09:30am
STANDARD,9510.01,0.0,no change,2025-06-04,09:30:39,Open,04/06/25 09:30am
SUNBIRD,350.01,0.0,no change,2025-06-04,09:30:39,Open,04/06/25 09:30am
TNM,22.98,0.0,no change,2025-06-04,09:30:39,Open,04/06/25 09:30am
AIRTEL,127.92,0.0,no change,2025-06-04,09:30:40,Open,04/06/25 09:30am
BHL,14.56,0.0,no change,2025-06-04,09:30:40,Open,04/06/25 09:30am
FDHB,313.51,0.0,no change,2025-06-04,09:30:40,Open,04/06/25 09:30am
FMBCH,904.42,0.0,no change,2025-06-04,09:30:40,Open,04/06/25 09:30am
ICON,17.95,0.0,no change,2025-06-04,09:30:40,Open,04/06/25 09:30am
ILLOVO,1791.38,0.0,no change,2025-06-04,09:30:40,Open,04/06/25 09:30am
MPICO,19.0,0.0,no change,2025-06-04,09:30:40,Open,04/06/25 09:30am
